행정구역,2026년02월_계_총인구수,2026년02월_계_연령구간인구수,2026년02월_계_0~9세,2026년02월_계_10~19세,2026년02월_계_20~29세,2026년02월_계_30~39세,2026년02월_계_40~49세,2026년02월_계_50~59세,2026년02월_계_60~69세,2026년02월_계_70~79세,2026년02월_계_80~89세,2026년02월_계_90~99세,2026년02월_계_100세 이상
경기도 용인시 처인구 양지읍(4146126200),"21,332","21,332","1,110","1,724","2,058","2,965","3,198","3,875","3,781","1,703",747,164,7
경기도 용인시 처인구 원삼면(4146134000),"7,406","7,406",174,438,522,547,789,"1,333","1,864","1,109",517,112,1
경기도 용인시 처인구 백암면(4146135000),"7,509","7,509",152,332,493,597,762,"1,309","1,909","1,190",631,134,0
경기도 용인시 처인구 중앙동(4146151000),"26,797","26,797","1,348","2,116","4,068","3,748","3,635","4,575","4,052","2,127",932,192,4
경기도 용인시 처인구 역북동(4146152500),"34,637","34,637","2,743","3,651","5,310","5,531","5,880","5,162","3,688","1,839",728,102,3
경기도 용인시 처인구 삼가동(4146152600),"14,080","14,080",786,"1,245","1,929","1,966","1,852","2,843","1,993",972,422,71,1
경기도 용인시 처인구 유림1동(4146153500),"13,408","13,408",751,959,"1,561","1,982","1,986","2,540","2,080","1,033",448,66,2
경기도 용인시 처인구 유림2동(4146153600),"38,269","38,269","3,838","4,247","3,854","6,127","7,264","6,400","3,869","1,771",770,128,1
경기도 용인시 처인구 동부동(4146154000),"12,235","12,235",426,847,"1,391","1,288","1,491","2,442","2,393","1,302",552,100,3
경기도 용인시 기흥구 (4146300000),"434,349","434,349","26,709","48,641","52,954","52,119","70,279","80,219","52,307","31,691","16,578","2,777",75
경기도 용인시 기흥구 신갈동(4146351000),"36,044","36,044","2,142","3,103","4,238","5,686","5,385","6,308","4,770","2,765","1,415",225,7
경기도 용인시 기흥구 영덕1동(4146351600),"34,192","34,192","2,500","3,844","4,039","4,530","5,916","6,497","4,222","1,839",683,122,0
경기도 용인시 기흥구 영덕2동(4146351700),"19,070","19,070","1,675","1,464","1,989","3,291","3,193","3,099","2,455","1,053",618,227,6
경기도 용인시 기흥구 구갈동(4146352000),"39,803","39,803","2,558","3,462","5,848","6,378","6,571","6,923","4,559","2,297","1,035",164,8
경기도 용인시 기흥구 상갈동(4146353000),"12,445","12,445",571,920,"1,662","1,923","1,700","2,351","1,663",993,594,67,1
경기도 용인시 기흥구 보라동(4146353500),"32,397","32,397","1,781","3,969","3,850","3,143","5,118","6,344","4,046","2,559","1,378",203,6
경기도 용인시 기흥구 기흥동(4146354000),"20,649","20,649","1,019","1,900","2,271","2,462","3,063","3,807","3,212","1,902",865,143,5
경기도 용인시 기흥구 서농동(4146355000),"24,409","24,409","1,840","2,897","4,144","3,408","4,289","3,580","2,569","1,154",456,72,0
경기도 용인시 기흥구 구성동(4146356000),"38,324","38,324","1,931","4,341","4,182","3,508","5,714","7,448","5,019","3,783","2,038",349,11
경기도 용인시 기흥구 마북동(4146357000),"33,539","33,539","1,901","3,018","3,949","4,172","4,741","6,164","4,441","3,106","1,781",260,6
경기도 용인시 기흥구 동백1동(4146357200),"30,852","30,852","1,818","4,982","3,652","2,568","5,652","6,303","2,911","1,818",977,163,8
경기도 용인시 기흥구 동백2동(4146357500),"26,037","26,037","1,278","4,149","3,446","1,914","4,476","5,572","2,602","1,632",828,136,4
경기도 용인시 기흥구 동백3동(4146357700),"27,475","27,475","2,336","3,749","2,681","3,201","5,132","4,349","2,434","1,990","1,366",233,4
경기도 용인시 기흥구 상하동(4146358600),"22,890","22,890","1,027","2,234","2,884","2,365","3,011","4,682","3,528","2,031",961,160,7
경기도 용인시 기흥구 보정동(4146359000),"36,223","36,223","2,332","4,609","4,119","3,570","6,318","6,792","3,876","2,769","1,583",253,2
경기도 용인시 수지구 (4146500000),"373,308","373,308","27,429","45,907","41,592","48,013","65,600","63,302","39,591","26,072","13,717","2,041",44
경기도 용인시 수지구 풍덕천1동(4146551000),"33,894","33,894","2,032","3,138","4,357","6,137","5,003","5,391","3,899","2,433","1,297",200,7
경기도 용인시 수지구 풍덕천2동(4146552000),"41,233","41,233","3,725","5,945","4,238","6,244","8,424","6,498","3,113","1,757","1,106",181,2
경기도 용인시 수지구 신봉동(4146553000),"41,042","41,042","2,933","5,549","4,129","4,343","7,197","7,578","4,400","2,971","1,699",238,5
경기도 용인시 수지구 죽전1동(4146554000),"28,936","28,936","1,767","3,311","3,504","3,338","4,496","5,320","3,635","2,107","1,266",188,4
경기도 용인시 수지구 죽전2동(4146555000),"17,050","17,050","1,068","1,312","2,143","3,051","2,475","2,851","2,193","1,187",649,117,4
경기도 용인시 수지구 죽전3동(4146555500),"26,309","26,309","1,507","3,038","4,018","3,169","4,171","4,619","2,896","1,812",925,150,4
경기도 용인시 수지구 동천동(4146556000),"50,755","50,755","4,209","5,978","5,169","6,862","9,563","8,272","5,588","3,443","1,469",197,5
경기도 용인시 수지구 상현1동(4146557000),"19,698","19,698","1,650","2,656","2,049","2,241","3,652","3,315","1,893","1,364",756,121,1
경기도 용인시 수지구 상현2동(4146558000),"32,628","32,628","2,471","4,240","3,296","3,790","5,910","5,512","3,275","2,544","1,391",195,4
경기도 용인시 수지구 상현3동(4146558500),"27,196","27,196","1,942","3,372","3,409","3,936","4,847","4,464","2,652","1,668",784,121,1
경기도 용인시 수지구 성복동(4146559000),"54,567","54,567","4,125","7,368","5,280","4,902","9,862","9,482","6,047","4,786","2,375",333,7
경기도 파주시 (4148000000),"528,614","528,614","38,361","55,602","54,608","73,360","88,029","89,359","69,901","36,542","19,383","3,395",74
경기도 파주시 문산읍(4148025000),"48,198","48,198","3,324","5,218","4,733","6,501","7,716","7,318","6,889","3,779","2,324",389,7
경기도 파주시 파주읍(4148025300),"13,259","13,259",378,757,"1,177","1,282","1,566","2,523","2,817","1,609",953,192,5
경기도 파주시 법원읍(4148025600),"9,057","9,057",155,455,827,772,785,"1,569","2,280","1,351",722,139,2
경기도 파주시 조리읍(4148026200),"27,350","27,350",941,"2,342","2,663","2,350","3,499","5,296","5,487","2,963","1,515",285,9
경기도 파주시 월롱면(4148031000),"7,595","7,595",92,220,"1,192","1,305",942,"1,285","1,380",726,371,79,3
경기도 파주시 탄현면(4148032000),"14,229","14,229",445,888,"1,312","1,425","1,825","2,987","2,843","1,469",850,183,2
경기도 파주시 광탄면(4148035000),"10,078","10,078",258,522,786,868,959,"1,760","2,509","1,439",789,181,7
경기도 파주시 파평면(4148036000),"3,384","3,384",38,119,280,204,235,545,944,550,397,70,2
경기도 파주시 적성면(4148037000),"6,421","6,421",318,346,689,755,596,893,"1,348",869,525,79,3
경기도 파주시 장단면(4148039000),691,691,10,40,61,50,59,138,142,94,87,10,0
경기도 파주시 금촌1동(4148051000),"21,783","21,783",640,"1,171","2,786","3,014","2,903","3,985","3,872","2,094","1,107",210,1
경기도 파주시 금촌2동(4148052000),"29,857","29,857","1,585","3,601","3,407","3,165","4,693","5,678","4,091","2,155","1,269",204,9
경기도 파주시 금촌3동(4148053000),"24,162","24,162","1,154","2,379","2,706","2,792","3,466","4,585","3,877","1,976","1,047",177,3
경기도 파주시 교하동(4148054000),"6,951","6,951",193,396,610,687,848,"1,325","1,573",827,410,81,1
경기도 파주시 운정1동(4148055000),"57,861","57,861","4,632","6,782","6,435","8,861","10,235","10,068","6,419","2,825","1,353",249,2
경기도 파주시 운정2동(4148056000),"64,052","64,052","5,984","9,448","6,084","8,649","13,247","10,006","5,697","3,167","1,533",234,3
경기도 파주시 운정3동(4148057000),"67,329","67,329","5,116","9,126","7,537","8,129","13,018","11,839","7,001","3,585","1,711",263,4
경기도 파주시 운정4동(4148058000),"24,115","24,115","1,257","1,843","2,922","3,419","4,066","4,944","3,273","1,469",803,114,5
경기도 파주시 운정5동(4148059000),"57,930","57,930","6,467","7,013","5,525","10,245","10,830","9,165","5,146","2,225","1,113",196,5
경기도 파주시 운정6동(4148060000),"34,312","34,312","5,374","2,936","2,876","8,887","6,541","3,450","2,313","1,370",504,60,1
경기도 이천시 (4150000000),"222,906","222,906","13,468","21,261","26,444","31,125","33,536","36,928","33,739","17,011","7,889","1,462",43
경기도 이천시 장호원읍(4150025000),"14,009","14,009",636,"1,144","1,299","1,347","1,706","2,261","2,857","1,721",861,174,3
경기도 이천시 부발읍(4150025300),"36,660","36,660","2,055","4,020","4,861","5,328","6,081","6,402","4,681","2,137",929,162,4
경기도 이천시 신둔면(4150031000),"13,668","13,668",629,963,"1,327","1,544","1,811","2,528","2,878","1,352",535,95,6
경기도 이천시 백사면(4150032000),"12,683","12,683",620,894,"1,193","1,525","1,667","2,364","2,475","1,232",593,115,5
경기도 이천시 호법면(4150033000),"5,533","5,533",162,337,462,608,623,969,"1,250",693,354,73,2
경기도 이천시 마장면(4150034000),"16,155","16,155","1,431","1,398","1,987","2,843","2,577","2,164","2,053","1,085",492,123,2
경기도 이천시 대월면(4150035000),"15,135","15,135",907,"1,141","2,304","2,923","2,278","2,080","1,868","1,023",507,102,2
경기도 이천시 모가면(4150036000),"3,995","3,995",58,149,271,322,350,663,"1,056",650,397,77,2
경기도 이천시 설성면(4150037000),"4,221","4,221",76,162,245,328,337,646,"1,126",780,421,98,2
경기도 이천시 율면(4150038000),"2,398","2,398",37,84,122,108,158,362,687,482,261,93,4
경기도 이천시 창전동(4150051000),"15,185","15,185",492,"1,214","1,958","2,026","2,010","2,604","2,638","1,530",632,78,3
경기도 이천시 증포동(4150051500),"56,545","56,545","4,824","8,092","6,547","7,678","10,461","9,800","5,948","2,121",926,145,3
경기도 이천시 중리동(4150052000),"15,428","15,428",821,833,"2,625","2,885","1,847","2,128","2,376","1,281",546,82,4
경기도 이천시 관고동(4150053000),"11,291","11,291",720,830,"1,243","1,660","1,630","1,957","1,846",924,435,45,1
경기도 안성시 (4155000000),"196,871","196,871","10,352","17,488","21,737","23,552","28,964","34,116","32,133","18,024","8,796","1,668",41
경기도 안성시 공도읍(4155025000),"69,279","69,279","4,702","7,879","7,793","9,680","12,354","12,354","8,188","4,190","1,816",317,6
경기도 안성시 보개면(4155031000),"4,748","4,748",90,234,302,332,432,732,"1,264",806,454,101,1
경기도 안성시 금광면(4155032000),"6,742","6,742",192,441,539,518,709,"1,199","1,579",972,491,99,3
경기도 안성시 서운면(4155033000),"2,917","2,917",37,81,177,196,215,474,806,521,326,84,0
경기도 안성시 미양면(4155034000),"5,244","5,244",107,199,340,439,570,945,"1,278",853,426,86,1
경기도 안성시 대덕면(4155035000),"14,107","14,107",702,993,"1,980","1,786","2,342","2,338","2,175","1,163",542,80,6
경기도 안성시 양성면(4155036000),"4,805","4,805",74,199,299,324,424,827,"1,258",800,482,116,2
경기도 안성시 원곡면(4155038000),"6,285","6,285",248,290,557,773,888,"1,238","1,328",618,290,52,3
경기도 안성시 일죽면(4155039000),"6,896","6,896",167,352,436,467,626,"1,128","1,745","1,266",589,116,4
경기도 안성시 죽산면(4155040000),"6,538","6,538",113,315,439,536,649,"1,174","1,616",993,584,118,1
경기도 안성시 삼죽면(4155041000),"3,575","3,575",53,177,598,218,278,493,846,519,323,69,1
경기도 안성시 고삼면(4155042000),"1,769","1,769",33,63,117,136,130,288,515,297,145,44,1
경기도 안성시 안성1동(4155051000),"10,854","10,854",381,854,"1,155",971,"1,338","1,898","2,116","1,331",693,113,4
경기도 안성시 안성2동(4155052000),"26,292","26,292","1,704","2,609","3,546","3,693","4,076","4,419","3,571","1,809",718,141,6
경기도 안성시 안성3동(4155053000),"26,820","26,820","1,749","2,802","3,459","3,483","3,933","4,609","3,848","1,886",917,132,2
경기도 김포시 (4157000000),"484,614","484,614","37,172","56,309","46,088","62,063","91,185","76,914","61,963","35,385","14,980","2,490",65
경기도 김포시 통진읍(4157025000),"34,735","34,735","1,862","2,663","3,249","4,434","4,757","6,018","6,478","3,398","1,530",337,9
경기도 김포시 고촌읍(4157025300),"51,748","51,748","4,977","6,903","4,052","6,523","11,379","7,355","5,934","3,262","1,156",203,4
경기도 김포시 양촌읍(4157025600),"30,521","30,521","1,558","2,593","2,828","4,009","4,656","4,958","5,223","3,175","1,269",247,5
경기도 김포시 대곶면(4157034000),"8,942","8,942",223,379,577,707,955,"1,739","2,328","1,247",644,136,7
경기도 김포시 월곶면(4157035000),"5,085","5,085",86,169,281,414,455,881,"1,387",914,417,79,2
경기도 김포시 하성면(4157036000),"7,588","7,588",165,384,491,535,731,"1,273","2,017","1,215",658,116,3
경기도 김포시 김포본동(4157051500),"56,968","56,968","3,815","5,917","5,991","6,701","9,124","10,369","8,404","4,329","1,986",324,8
경기도 김포시 장기본동(4157052500),"38,569","38,569","2,820","6,046","3,934","3,998","7,752","6,748","3,856","2,268",999,144,4
경기도 김포시 사우동(4157054000),"20,677","20,677",888,"1,842","2,185","2,443","3,047","3,961","3,466","1,843",861,138,3
경기도 김포시 풍무동(4157055000),"59,672","59,672","4,375","6,907","6,851","7,883","10,578","9,831","7,109","4,102","1,779",249,8
경기도 김포시 장기동(4157056000),"40,266","40,266","3,506","5,865","3,633","4,603","8,749","6,391","3,960","2,472",950,133,4
경기도 김포시 구래동(4157057000),"45,630","45,630","4,288","5,308","5,439","8,359","9,731","5,725","3,790","2,081",802,102,5
경기도 김포시 마산동(4157057500),"35,457","35,457","3,826","4,453","2,579","5,431","8,077","4,404","3,417","2,267",880,122,1
경기도 김포시 운양동(4157058000),"48,756","48,756","4,783","6,880","3,998","6,023","11,194","7,261","4,594","2,812","1,049",160,2
경기도 화성시 (4159000000),"992,956","992,956","88,844","117,859","108,842","164,299","186,756","152,320","103,453","47,334","19,518","3,653",78
경기도 화성시 만세구 (4159100000),"234,881","234,881","16,002","23,186","23,581","32,012","39,772","39,811","34,714","16,575","7,633","1,568",27
경기도 화성시 만세구 우정읍(4159125000),"16,659","16,659",439,"1,206","1,500","1,346","2,173","3,485","3,458","1,924",935,192,1
경기도 화성시 만세구 향남읍(4159125300),"84,966","84,966","6,145","10,885","9,889","12,332","16,811","14,057","8,714","4,044","1,774",310,5
경기도 화성시 만세구 남양읍(4159125600),"60,337","60,337","4,770","5,070","6,932","10,512","9,727","9,579","8,273","3,653","1,504",310,7
경기도 화성시 만세구 마도면(4159131000),"6,486","6,486",126,279,493,630,792,"1,255","1,609",807,423,72,0
경기도 화성시 만세구 송산면(4159132000),"10,227","10,227",267,596,722,786,"1,082","1,901","2,425","1,454",810,179,5
경기도 화성시 만세구 서신면(4159133000),"6,996","6,996",111,266,371,517,635,"1,220","2,046","1,134",554,140,2
경기도 화성시 만세구 팔탄면(4159134000),"9,178","9,178",168,333,685,793,981,"1,928","2,472","1,122",573,121,2
경기도 화성시 만세구 장안면(4159135000),"9,267","9,267",218,477,683,714,986,"1,801","2,272","1,339",632,141,4
경기도 화성시 만세구 양감면(4159136000),"3,721","3,721",63,116,261,316,386,699,"1,043",512,260,64,1
경기도 화성시 만세구 새솔동(4159151000),"27,044","27,044","3,695","3,958","2,045","4,066","6,199","3,886","2,402",586,168,39,0
경기도 화성시 효행구 (4159300000),"159,440","159,440","13,273","15,630","16,646","26,044","26,173","25,656","20,691","10,151","4,297",852,27
경기도 화성시 효행구 봉담읍(4159325000),"111,053","111,053","10,492","12,352","11,872","18,666","19,764","17,187","12,170","5,770","2,302",458,20
경기도 화성시 효행구 매송면(4159331000),"6,189","6,189",122,283,552,590,574,"1,195","1,492",869,450,60,2
경기도 화성시 효행구 비봉면(4159332000),"16,382","16,382","1,435",787,"1,398","3,969","2,251","2,138","2,516","1,211",554,122,1
경기도 화성시 효행구 정남면(4159333000),"10,197","10,197",223,488,895,969,"1,141","2,086","2,404","1,256",592,141,2
경기도 화성시 효행구 기배동(4159351000),"15,619","15,619","1,001","1,720","1,929","1,850","2,443","3,050","2,109","1,045",399,71,2
경기도 화성시 병점구 (4159500000),"173,168","173,168","14,262","18,447","21,889","29,077","30,835","27,588","18,355","8,688","3,485",530,12
